Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,x72
539,0,0,0,0,0.0270542,0.00486657,0,0,0.0810445,0.0236699,0.0233441,0.0107574,0,0,0.0117255,0,0.0222168,0.0113387,0.0420608,0.0178587,0.019946,0.0186734,0.00977799,0.0304228,0.0163129,0.0191575,0.0239473,0.0565573,0.0161447,0.0183261,0.0125989,0.028805,0.101319,0.00842689,0.0185582,0.00608568,0.0112818,0.0259592,0.023927,0.00466971,0.0266782,0,0,0.0276569,0,0.0185678,0.0157221,0.0615474,0.0448402,0.013612,0.0227634,0.00530525,0.024677,0.0142686,0.0565705,0.0176334,0.0226644,0.00798183,0.00780688,0.00437858,0.00427892,0.0146839,0.0244146,0.0116696,0.00894993,0.00476722,0.0245385,0,0,0,0,0,0
540,0,0,0,0,0.0270273,0.00480261,0,0,0.0812176,0.0236085,0.0233965,0.0107955,0,0,0.0116012,0,0.0222153,0.0112359,0.0420809,0.0181446,0.0199947,0.0186408,0.00983124,0.0304884,0.0162177,0.0190799,0.0239264,0.0565075,0.016148,0.0183587,0.0125997,0.0287905,0.101511,0.00832365,0.0185648,0.00604391,0.0112802,0.0260112,0.0239273,0.00470813,0.0268291,0,0,0.0276504,0,0.0185153,0.0157183,0.0615447,0.044684,0.0135849,0.0227572,0.00534932,0.0250146,0.014222,0.0565782,0.0176434,0.0226027,0.00797107,0.00783092,0.00437822,0.00435954,0.0146254,0.0244963,0.0116269,0.00893631,0.00476418,0.0246298,0,0,0,0,0,0
541,0,0,0,0,0.0269435,0.00485501,0,0,0.0814578,0.0236482,0.0234486,0.0108275,0,0,0.0114939,0,0.0221956,0.0111816,0.0420696,0.0181811,0.020019,0.0185928,0.00982651,0.0302987,0.0160763,0.0189697,0.0238847,0.056489,0.0161684,0.0184285,0.0126206,0.0288264,0.101768,0.00807741,0.018573,0.0060033,0.0113729,0.025985,0.0239362,0.004685,0.0265685,0,0,0.0276694,0,0.0185669,0.0156961,0.0615229,0.0447886,0.0136081,0.0227247,0.00531965,0.0246476,0.0142333,0.0565711,0.0176261,0.0225717,0.00792674,0.0078164,0.00437415,0.00441234,0.0147348,0.0243482,0.0116809,0.00891718,0.00470675,0.0244104,0,0,0,0,0,0
542,0,0,0,0,0.0269577,0.00492397,0,0,0.081236,0.0237023,0.0233455,0.010761,0,0,0.0115679,0,0.0221887,0.0112361,0.0420642,0.0179118,0.0199814,0.0185756,0.00981378,0.030172,0.0161526,0.0190281,0.0238694,0.0565191,0.0161436,0.0183782,0.0126048,0.0288299,0.101439,0.00799972,0.0185711,0.00601839,0.0113902,0.0258993,0.023927,0.00466561,0.0264052,0,0,0.0276126,0,0.0186221,0.0156763,0.0615078,0.044732,0.013641,0.0227561,0.00530379,0.0243157,0.0142086,0.0565826,0.0176236,0.0225994,0.00791657,0.00779917,0.00443712,0.00439583,0.0147396,0.024217,0.0116705,0.00886945,0.00469128,0.024264,0,0,0,0,0,0
543,0,0,0,0,0.0270206,0.00503707,0,0,0.0810769,0.0237114,0.0233199,0.0107114,0,0,0.011701,0,0.022205,0.0113123,0.0420688,0.0178663,0.0199658,0.0185803,0.00985695,0.0302268,0.0162288,0.0190826,0.0238785,0.0565203,0.0161178,0.01834,0.0126057,0.0288227,0.101256,0.0080614,0.018568,0.00605502,0.0113523,0.0258064,0.0239542,0.00465935,0.0263882,0,0,0.027413,0,0.0186191,0.0156667,0.0615275,0.0447791,0.0136536,0.0227626,0.00530735,0.0240966,0.0142506,0.0566116,0.0175943,0.0225649,0.0079223,0.00777771,0.00451499,0.00432589,0.0146685,0.0241529,0.0115426,0.00876096,0.00478175,0.024261,0,0,0,0,0,0
544,0,0,0,0,0.0270202,0.00505716,0,0,0.0809451,0.0237141,0.0233385,0.0107012,0,0,0.0117282,0,0.0221874,0.0113628,0.0420654,0.0180141,0.019944,0.0185769,0.00980058,0.0301728,0.0162916,0.0191044,0.0238799,0.0565178,0.0161172,0.0183108,0.0126182,0.0288133,0.101168,0.00802161,0.0185749,0.00608339,0.0113635,0.0257691,0.0239527,0.00463316,0.026285,0,0,0.0273486,0,0.0186473,0.015677,0.0615394,0.0446328,0.0136633,0.0227547,0.00529668,0.0238488,0.0142719,0.05662,0.0175791,0.0224949,0.00792683,0.00776171,0.00457521,0.00422506,0.0146591,0.024071,0.0115676,0.00871848,0.00477123,0.0241518,0,0,0,0,0,0
545,0,0,0,0,0.0270216,0.00508128,0,0,0.0809098,0.0237244,0.0232807,0.0107151,0,0,0.0117392,0,0.022187,0.0114197,0.0420333,0.0178541,0.0199311,0.0185768,0.00976957,0.0301267,0.0162701,0.0190794,0.0238793,0.0565031,0.0161189,0.0183022,0.0126132,0.0288194,0.101174,0.00804637,0.0185727,0.0061024,0.01135,0.0257331,0.0239103,0.00460012,0.0261846,0,0,0.0273376,0,0.018672,0.015687,0.0615297,0.0445842,0.0136594,0.0227489,0.00526783,0.0236618,0.0142905,0.0566062,0.0175821,0.0225131,0.00794946,0.00775345,0.0045775,0.00424434,0.014649,0.0240276,0.0116002,0.00868997,0.00474786,0.0240367,0,0,0,0,0,0
546,0,0,0,0,0.0270168,0.00511227,0,0,0.0810331,0.0237486,0.0232921,0.010778,0,0,0.0117432,0,0.0221964,0.0114302,0.0419906,0.0177091,0.0199622,0.0185544,0.00978519,0.030072,0.0161618,0.0190015,0.0238667,0.0564686,0.0161307,0.018349,0.0126264,0.0288203,0.101319,0.0080727,0.0185644,0.00609725,0.0113237,0.0257125,0.0239013,0.00459196,0.0260999,0,0,0.0273195,0,0.0186879,0.0156898,0.0615091,0.0447051,0.0136492,0.0227597,0.00529736,0.0235615,0.0142855,0.0566183,0.0175852,0.0225111,0.00793666,0.00775239,0.00453904,0.00420614,0.0146571,0.0240509,0.0116291,0.00865453,0.00471869,0.0240022,0,0,0,0,0,0
547,0,0,0,0,0.026989,0.0051346,0,0,0.0812107,0.023762,0.023328,0.0108497,0,0,0.0117156,0,0.0222292,0.0114125,0.0419982,0.0176856,0.0200011,0.0185213,0.00980407,0.030045,0.0160183,0.0188962,0.0238371,0.0564359,0.016156,0.0184097,0.0126384,0.028826,0.101529,0.00809256,0.0185797,0.00607468,0.0113533,0.0257344,0.0238835,0.00460816,0.0260465,0,0,0.027321,0,0.0186877,0.0156888,0.0615317,0.0446577,0.0136483,0.0227656,0.00532179,0.0235122,0.0142797,0.056628,0.0175999,0.0224616,0.00792101,0.00774465,0.00446912,0.0042577,0.0147029,0.0241002,0.0116406,0.00863159,0.00476334,0.0239839,0,0,0,0,0,0
548,0,0,0,0,0.0269673,0.00514604,0,0,0.0809359,0.0237654,0.0232711,0.0107854,0,0,0.0116024,0,0.0222335,0.0113909,0.0420298,0.0176945,0.019961,0.0185523,0.00978897,0.0300619,0.0161194,0.018976,0.0238399,0.0564821,0.0161355,0.0183556,0.0126032,0.0288254,0.101201,0.00803531,0.018583,0.00604819,0.0112923,0.0257443,0.0238666,0.00459456,0.0260132,0,0,0.0273423,0,0.0186843,0.0156837,0.061547,0.044733,0.0136629,0.0227644,0.00533466,0.0234747,0.0142812,0.0566374,0.0176115,0.0224843,0.0079467,0.00772916,0.00450458,0.00421182,0.0146784,0.0240323,0.0116468,0.00864832,0.00481532,0.0239661,0,0,0,0,0,0
549,0,0,0,0,0.0269941,0.00514943,0,0,0.0807992,0.0237537,0.0232683,0.010743,0,0,0.0115654,0,0.022244,0.0114217,0.042049,0.0177692,0.0199413,0.0185769,0.00981673,0.0301142,0.0162036,0.0190274,0.0238287,0.0565007,0.0160992,0.0183217,0.012571,0.028825,0.100998,0.00799526,0.0185808,0.00603759,0.0112572,0.0257588,0.0238577,0.00458184,0.02605,0,0,0.0274044,0,0.0186744,0.0156674,0.0615446,0.0447865,0.0136623,0.0227362,0.00533897,0.0234824,0.0142876,0.0566472,0.0176212,0.02256,0.00793708,0.00772513,0.00453109,0.00431017,0.0145897,0.0240082,0.0116008,0.00865239,0.00483868,0.0239897,0,0,0,0,0,0
550,0,0,0,0,0.0270141,0.00510957,0,0,0.0807686,0.0237482,0.0232998,0.0107502,0,0,0.0115568,0,0.0222459,0.0113596,0.0420508,0.0178974,0.0199497,0.0185652,0.00989007,0.0301308,0.0161997,0.0190095,0.0237873,0.0565006,0.0160823,0.0183122,0.0125504,0.0288117,0.100951,0.00795778,0.0185588,0.00601419,0.0112342,0.0257701,0.0238555,0.00458313,0.026079,0,0,0.0275268,0,0.018657,0.0156683,0.0615576,0.0446964,0.0136612,0.0227219,0.00536186,0.0235382,0.014285,0.0566477,0.0176054,0.0225884,0.00790376,0.00773884,0.00450134,0.00430824,0.01451,0.0240196,0.0115564,0.00854465,0.00481198,0.0239977,0,0,0,0,0,0
551,0,0,0,0,0.0270299,0.00505751,0,0,0.0807576,0.0237361,0.0233499,0.0107905,0,0,0.0115217,0,0.0222445,0.0112898,0.0420589,0.0177392,0.0199626,0.0185543,0.00985886,0.0301786,0.0161909,0.0189845,0.0237704,0.0564695,0.0160757,0.0182991,0.012541,0.0288039,0.100934,0.00791358,0.0185392,0.00597373,0.0111713,0.0258038,0.0238658,0.00457883,0.0261179,0,0,0.0275002,0,0.0186351,0.0156671,0.0615799,0.0444349,0.0136632,0.0227298,0.0053912,0.0236242,0.01429,0.0566282,0.0175884,0.0225814,0.00790206,0.00775907,0.00442436,0.00413151,0.0144331,0.0240215,0.0115484,0.00846768,0.00479917,0.0240079,0,0,0,0,0,0
552,0,0,0,0,0.0270173,0.00501691,0,0,0.0807295,0.0237131,0.0234557,0.0108355,0,0,0.0114346,0,0.0222473,0.0112019,0.042067,0.0176168,0.0199779,0.0185426,0.00985253,0.0302555,0.0161747,0.0189879,0.0237788,0.0564538,0.0160799,0.0182784,0.0125547,0.0287973,0.100859,0.00783493,0.0185448,0.00594517,0.0111032,0.0258487,0.0238571,0.00456423,0.0262135,0,0,0.0273755,0,0.0185844,0.0156546,0.0615959,0.0442835,0.0136667,0.022725,0.00542039,0.0237565,0.0143031,0.0566154,0.017591,0.0225952,0.00791617,0.00777019,0.00438858,0.00401599,0.0143613,0.0240382,0.0115571,0.00858717,0.00481016,0.0240205,0,0,0,0,0,0
553,0,0,0,0,0.0269399,0.00495905,0,0,0.080723,0.0236913,0.023426,0.0108283,0,0,0.0113547,0,0.0222675,0.0111098,0.0420814,0.017621,0.0199809,0.0185317,0.00986647,0.0302595,0.0161701,0.018986,0.0237778,0.0564691,0.016073,0.0182694,0.0125573,0.0287987,0.100835,0.00778736,0.0185695,0.00590786,0.0110846,0.0259019,0.0238051,0.00456087,0.0262919,0,0,0.0274343,0,0.0185604,0.0156326,0.0615991,0.0442199,0.013663,0.0227458,0.00543452,0.0239177,0.0143137,0.0565983,0.0176238,0.0226302,0.00793894,0.00778184,0.00438706,0.00397357,0.0143804,0.0240333,0.0116295,0.00874404,0.00474419,0.02401,0,0,0,0,0,0
554,0,0,0,0,0.0268916,0.00494186,0,0,0.0808894,0.0236346,0.0235717,0.0108285,0,0,0.0112356,0,0.022285,0.0109865,0.0420773,0.0177168,0.0200275,0.0185049,0.00993352,0.0303685,0.0161211,0.0188957,0.0237345,0.0564192,0.0160519,0.0183041,0.0125408,0.0287916,0.10105,0.00777467,0.018567,0.00584763,0.0109843,0.0259453,0.023732,0.00455719,0.0264123,0,0,0.0274605,0,0.0185087,0.0156937,0.0616109,0.0442091,0.0136509,0.0227779,0.00547797,0.0241875,0.014329,0.0565683,0.017641,0.0226945,0.00799144,0.00780023,0.00443894,0.00394808,0.0143469,0.0240833,0.0115992,0.00876722,0.00473469,0.0240758,0,0,0,0,0,0
555,0,0,0,0,0.0268443,0.0048365,0,0,0.0813083,0.0235802,0.0236291,0.0108545,0,0,0.0111524,0,0.0222756,0.0109297,0.0420582,0.0178482,0.0201037,0.0184935,0.00997047,0.0304124,0.0159782,0.018759,0.0237198,0.0563418,0.0160272,0.0183897,0.0125495,0.0287831,0.101541,0.00778675,0.0185467,0.00579698,0.0108711,0.0259548,0.0236778,0.00452457,0.0265075,0,0,0.027422,0,0.0184798,0.0157859,0.0616164,0.044252,0.0136174,0.0227798,0.00548062,0.0244172,0.0143338,0.0565483,0.0176326,0.0226898,0.00804925,0.00782658,0.00445658,0.00392716,0.0142862,0.024105,0.0115745,0.00874023,0.00472861,0.0241082,0,0,0,0,0,0
556,0,0,0,0,0.0268204,0.00487735,0,0,0.081202,0.0235532,0.0234188,0.0108232,0,0,0.0112372,0,0.0222563,0.0110045,0.0420362,0.01775,0.0200529,0.0185015,0.00990283,0.0302833,0.0159755,0.0187772,0.0237174,0.0563593,0.0160215,0.0183743,0.0125538,0.028794,0.101451,0.00775535,0.0185323,0.00588615,0.0109219,0.0259027,0.0236811,0.00452532,0.0262783,0,0,0.0274489,0,0.0185249,0.0156808,0.0616041,0.0441236,0.0136177,0.0227711,0.00540846,0.0240233,0.0143148,0.0565469,0.0176207,0.0226143,0.00802673,0.0078001,0.00446003,0.00390802,0.0142559,0.0239671,0.0115943,0.0087045,0.00473389,0.0239369,0,0,0,0,0,0
557,0,0,0,0,0.0268404,0.00493415,0,0,0.0812868,0.0235592,0.0233319,0.0108595,0,0,0.0113414,0,0.0222561,0.0110682,0.0420179,0.0178117,0.0200741,0.0184534,0.00990768,0.0301167,0.0158438,0.0186849,0.0236721,0.0563623,0.016029,0.0183991,0.0125518,0.0287974,0.101581,0.00771977,0.0185581,0.0059712,0.0109882,0.0258092,0.02368,0.00458465,0.0261082,0,0,0.0274518,0,0.0185738,0.0155828,0.0616059,0.0441309,0.0136098,0.0227588,0.00539289,0.0236629,0.0142442,0.056564,0.0176126,0.0225843,0.00800002,0.0077841,0.00445182,0.00391012,0.014301,0.0238689,0.0115984,0.00864315,0.00467623,0.0238111,0,0,0,0,0,0
558,0,0,0,0,0.0268686,0.00497527,0,0,0.0811696,0.0235427,0.0233424,0.0108502,0,0,0.0114312,0,0.0222456,0.0111413,0.0420216,0.017641,0.0200832,0.0184349,0.00990802,0.0300053,0.0158834,0.018677,0.0236432,0.0563642,0.0160179,0.0183565,0.0125299,0.0287946,0.101381,0.00769561,0.0185438,0.00603459,0.0109958,0.0257078,0.0236697,0.004574,0.0259631,0,0,0.0273886,0,0.0186485,0.0156117,0.0615991,0.0442882,0.0136167,0.0227636,0.00539213,0.0233619,0.0141649,0.0565813,0.0176173,0.0226168,0.00799504,0.007755,0.00439871,0.00387758,0.0143316,0.0237873,0.0115688,0.00857866,0.00465391,0.0237173,0,0,0,0,0,0
559,0,0,0,0,0.0268505,0.00501445,0,0,0.0807544,0.0235688,0.0233892,0.0107486,0,0,0.0114716,0,0.022242,0.0111827,0.0420169,0.0174793,0.0200136,0.0184606,0.00984112,0.0299331,0.0160459,0.0187784,0.0236705,0.0563924,0.0159896,0.0182594,0.0125172,0.0287787,0.100845,0.00768836,0.0185179,0.00603067,0.0109886,0.0256353,0.0236678,0.00454037,0.0258436,0,0,0.0273314,0,0.0187587,0.0157727,0.0615641,0.0442539,0.0136423,0.0227888,0.00538192,0.0231411,0.0142329,0.0565894,0.0176426,0.0226715,0.00800016,0.0077209,0.0042961,0.00384146,0.0142966,0.0237087,0.0115249,0.00854574,0.00467488,0.0236421,0,0,0,0,0,0
560,0,0,0,0,0.0268769,0.00507471,0,0,0.0805671,0.0235638,0.0233009,0.0107107,0,0,0.0114158,0,0.0222394,0.0111686,0.0420188,0.0175418,0.019985,0.0184459,0.00979718,0.0299966,0.0160777,0.018815,0.0236698,0.0563888,0.0159689,0.0182316,0.0125136,0.0287567,0.100649,0.00766657,0.0184892,0.00601396,0.010915,0.0255891,0.0236724,0.00453084,0.0258233,0,0,0.027311,0,0.018762,0.0157761,0.0615379,0.0442632,0.0136282,0.0227876,0.005375,0.0230036,0.0143007,0.0566022,0.0176572,0.0227217,0.00799035,0.00769252,0.00426689,0.00381039,0.0141847,0.0236997,0.0114498,0.00847546,0.0047273,0.0236299,0,0,0,0,0,0
561,0,0,0,0,0.0268951,0.00509192,0,0,0.0805477,0.0235555,0.0233057,0.0107133,0,0,0.0114428,0,0.0222302,0.0111884,0.0420094,0.0178117,0.0199843,0.0184332,0.00981002,0.0299602,0.0160518,0.0188344,0.0236519,0.0563568,0.0159546,0.0182133,0.0124975,0.0287678,0.100573,0.0076354,0.0184964,0.00603488,0.0109395,0.0255869,0.023697,0.00456412,0.0257823,0,0,0.0273351,0,0.018739,0.0157258,0.061532,0.0442076,0.0136222,0.0227637,0.00541532,0.0229052,0.0143142,0.0566044,0.0176539,0.0226856,0.00798915,0.00766905,0.00430255,0.00388886,0.0141689,0.0236555,0.01145,0.00851006,0.00470701,0.0236031,0,0,0,0,0,0
562,0,0,0,0,0.026886,0.00509395,0,0,0.0805308,0.0235534,0.0233724,0.0107141,0,0,0.0114698,0,0.0222203,0.0112007,0.0419974,0.0179161,0.0199934,0.0184402,0.00983242,0.029901,0.0160232,0.0188242,0.0236428,0.0563445,0.0159527,0.0181752,0.0124625,0.0287764,0.100562,0.00759067,0.0185141,0.00605332,0.0109394,0.0256034,0.0237033,0.00456931,0.025709,0,0,0.0273569,0,0.0187472,0.0154878,0.0615484,0.0442578,0.0136119,0.0227575,0.00546913,0.0228539,0.0143107,0.0565928,0.0176496,0.0226312,0.00799772,0.00764788,0.00434963,0.00399931,0.0141932,0.0235615,0.0114516,0.00846558,0.00465739,0.0235324,0,0,0,0,0,0
563,0,0,0,0,0.026907,0.00507581,0,0,0.0808768,0.0235585,0.023288,0.0106825,0,0,0.0115328,0,0.0222106,0.0112414,0.0419402,0.0178006,0.0200004,0.0184616,0.00978356,0.0298403,0.0159109,0.0187076,0.0236677,0.0563264,0.0159526,0.0182099,0.0124568,0.0288047,0.100956,0.00759623,0.0185179,0.00606495,0.0109689,0.0255811,0.0237041,0.0045173,0.0256728,0,0,0.0273638,0,0.018769,0.0154359,0.0615452,0.0441407,0.0136139,0.0227518,0.00547632,0.02283,0.0143117,0.0565697,0.0176327,0.0226243,0.00798566,0.00766667,0.0043724,0.00390025,0.0142311,0.0234438,0.0114192,0.00840312,0.00459662,0.0234996,0,0,0,0,0,0
564,0,0,0,0,0.0268975,0.0050396,0,0,0.0812273,0.0235732,0.0232521,0.0107687,0,0,0.0114967,0,0.0222,0.0112018,0.0419138,0.0176785,0.0200964,0.0184025,0.00981961,0.0298101,0.0157036,0.0185053,0.0236208,0.0562822,0.0159584,0.0182972,0.0124728,0.0288047,0.101366,0.00759121,0.0185026,0.00605578,0.0109958,0.0255487,0.0236965,0.00450262,0.0256693,0,0,0.027285,0,0.0187791,0.0155663,0.0615389,0.044069,0.0135986,0.0227351,0.00548374,0.0228161,0.0143164,0.0565607,0.0176136,0.0226678,0.00799178,0.00768152,0.00438055,0.00383743,0.0142231,0.0233983,0.0113679,0.00841097,0.00456878,0.0234675,0,0,0,0,0,0
565,0,0,0,0,0.0268769,0.00500532,0,0,0.0812918,0.0235707,0.0233315,0.0108158,0,0,0.0114343,0,0.0221948,0.011132,0.0419074,0.0178203,0.0201383,0.0183796,0.00983156,0.0298397,0.0156205,0.0184021,0.0235839,0.0562678,0.0159639,0.0183533,0.012494,0.028812,0.101467,0.00754545,0.018506,0.00603355,0.0109913,0.0255554,0.0236957,0.00449575,0.0257295,0,0,0.0272448,0,0.0187362,0.0156278,0.0615556,0.0440664,0.0135957,0.0227243,0.00547784,0.0228754,0.0142964,0.0565651,0.0175891,0.0226761,0.00799145,0.00766446,0.00441615,0.00384873,0.0141741,0.0234048,0.0113147,0.00835645,0.00453653,0.0234699,0,0,0,0,0,0
566,0,0,0,0,0.026842,0.00495524,0,0,0.0812244,0.0235678,0.0234565,0.0108172,0,0,0.011352,0,0.0222167,0.0110798,0.0418958,0.0179437,0.0201521,0.0183607,0.00985244,0.0298873,0.0156147,0.0184017,0.0235449,0.0562727,0.015979,0.0183589,0.0124874,0.0288054,0.101346,0.00754101,0.0185354,0.0060013,0.0109253,0.0255725,0.0236826,0.00448801,0.0257921,0,0,0.0272081,0,0.0186625,0.0156204,0.0615841,0.0440591,0.013606,0.0227328,0.0054946,0.0229992,0.0143018,0.056566,0.0175883,0.0227177,0.00797593,0.00764842,0.00445422,0.00384848,0.0140812,0.0234201,0.0112674,0.00817706,0.00452996,0.023485,0,0,0,0,0,0
567,0,0,0,0,0.0268241,0.00489368,0,0,0.0810226,0.0235322,0.0233199,0.0107953,0,0,0.0112538,0,0.0222301,0.0110175,0.0419095,0.0178557,0.0201288,0.0183668,0.00985115,0.0299236,0.0156719,0.018493,0.0235324,0.0562812,0.0159786,0.0183139,0.0124485,0.0287721,0.101067,0.00757634,0.0185361,0.0059668,0.0108496,0.0255708,0.0236621,0.00448917,0.0258374,0,0,0.0271294,0,0.0186338,0.0155776,0.0616307,0.0440167,0.0136372,0.0227427,0.005533,0.0231643,0.0143489,0.0565691,0.0176135,0.0227985,0.00798797,0.00765064,0.00438132,0.00380557,0.0139819,0.0234478,0.0112444,0.00816142,0.0045401,0.0235064,0,0,0,0,0,0
568,0,0,0,0,0.0268056,0.00481163,0,0,0.0806915,0.0234634,0.0231805,0.0107007,0,0,0.0112879,0,0.0222138,0.0110479,0.0419204,0.0175321,0.0200568,0.0184165,0.00979505,0.0298707,0.0157774,0.0186251,0.0235825,0.0562884,0.0159407,0.0182119,0.0124193,0.0287545,0.100666,0.00759712,0.0185095,0.00596747,0.0107991,0.0255971,0.0236457,0.00443455,0.0258532,0,0,0.0271148,0,0.0186451,0.0155792,0.0617153,0.0439535,0.0136818,0.0227368,0.00554136,0.0233129,0.0143899,0.0565756,0.0176246,0.0228573,0.00800941,0.00764652,0.00432191,0.00374518,0.0138885,0.023466,0.0113113,0.00821659,0.00452193,0.0235071,0,0,0,0,0,0
569,0,0,0,0,0.0267815,0.00473568,0,0,0.0804641,0.023367,0.023133,0.010662,0,0,0.0112456,0,0.022198,0.0109962,0.0419426,0.0173968,0.0200508,0.0184201,0.00980388,0.029954,0.0158333,0.0186455,0.0235834,0.0562914,0.0159221,0.0181678,0.012409,0.0287386,0.10043,0.00749724,0.018517,0.006014,0.0107217,0.0256401,0.0236306,0.00439162,0.0259683,0,0,0.0270908,0,0.0185445,0.0156132,0.0617889,0.0438978,0.0137161,0.0227579,0.0055621,0.0235901,0.0143896,0.0565661,0.0176191,0.0228686,0.00800705,0.00765382,0.00430323,0.00370941,0.0137779,0.0235297,0.0112988,0.00819629,0.00450868,0.0235763,0,0,0,0,0,0
570,0,0,0,0,0.0267977,0.0046703,0,0,0.0804428,0.0233486,0.0231482,0.0106722,0,0,0.0111076,0,0.0222215,0.0108802,0.0419518,0.0174704,0.0200641,0.0183987,0.00982237,0.030099,0.0158376,0.0186157,0.0235502,0.0562899,0.0159045,0.0181706,0.0124071,0.0287333,0.100382,0.00734758,0.018528,0.00594863,0.0105939,0.0256871,0.0236123,0.0044015,0.026167,0,0,0.0270756,0,0.018466,0.0156167,0.0617792,0.043829,0.0136953,0.0227893,0.00558668,0.0239491,0.0144123,0.0565514,0.0176227,0.0229157,0.00802714,0.00765715,0.0043311,0.00368868,0.0136333,0.0235992,0.0112699,0.00824566,0.00449001,0.0237117,0,0,0,0,0,0
571,0,0,0,0,0.0268085,0.00478685,0,0,0.0804204,0.0233752,0.0232305,0.0106937,0,0,0.0110189,0,0.0222665,0.0108598,0.0419395,0.0176154,0.0200677,0.0183848,0.00981663,0.0301369,0.0158351,0.0186163,0.0235426,0.0563024,0.0159086,0.0181707,0.0124128,0.0287628,0.1003,0.00743662,0.0185335,0.00591939,0.0104638,0.0256418,0.0235525,0.00441445,0.0260912,0,0,0.0270951,0,0.0184637,0.0156325,0.0617334,0.0437904,0.0136706,0.0228299,0.00558162,0.0237697,0.0144347,0.0565609,0.0176409,0.0229699,0.00809674,0.00763279,0.00440834,0.00363612,0.0135399,0.0235426,0.0112391,0.00814373,0.004529,0.0236984,0,0,0,0,0,0
572,0,0,0,0,0.0268245,0.0048411,0,0,0.0803207,0.0233256,0.0233246,0.0106982,0,0,0.0109762,0,0.0222935,0.0109414,0.0419205,0.0174658,0.0200741,0.0183544,0.00978729,0.0300438,0.0158467,0.0185928,0.0235269,0.0563084,0.0159056,0.018157,0.0124166,0.0287927,0.100199,0.00748317,0.0185513,0.00596352,0.0103309,0.0255607,0.0234562,0.00441059,0.0259465,0,0,0.027103,0,0.018514,0.0156371,0.0617031,0.0438644,0.0136599,0.022874,0.00554783,0.0234864,0.0144011,0.0565625,0.0177248,0.022969,0.00817112,0.00760764,0.00437767,0.00358536,0.0134976,0.0235356,0.0112209,0.00811363,0.00449302,0.0236229,0,0,0,0,0,0
573,0,0,0,0,0.0268246,0.0048971,0,0,0.0802403,0.0233597,0.023275,0.0107066,0,0,0.0109341,0,0.0222949,0.0110094,0.0419147,0.0173313,0.020076,0.0183462,0.00976424,0.0299775,0.0158479,0.0185692,0.0235092,0.0563165,0.0159067,0.0181423,0.0124329,0.0288192,0.10008,0.00744975,0.0185391,0.00594207,0.0102605,0.0255108,0.0234217,0.00441672,0.0258218,0,0,0.027148,0,0.0185565,0.0155485,0.0616757,0.0438544,0.0136442,0.0228799,0.00552551,0.0232557,0.0143011,0.0565282,0.0178921,0.0229627,0.00822278,0.00759749,0.00428173,0.00356909,0.013416,0.023666,0.0112263,0.00824542,0.00451469,0.0235686,0,0,0,0,0,0
574,0,0,0,0,0.0267194,0.00479546,0,0,0.0801872,0.0234365,0.0233145,0.0106663,0,0,0.0107981,0,0.0222295,0.0109682,0.0418918,0.0172603,0.020033,0.0183703,0.0096768,0.0297185,0.0158189,0.0185648,0.0235063,0.0563355,0.015918,0.0181419,0.0124646,0.0288497,0.100005,0.00731897,0.0185616,0.00584799,0.0103129,0.0254933,0.0234468,0.00439354,0.025632,0,0,0.0272049,0,0.0186093,0.0154433,0.0616602,0.0437927,0.0136969,0.0228669,0.00547182,0.0229868,0.0143066,0.0564673,0.0179903,0.0228861,0.00822085,0.00760283,0.00427682,0.00360914,0.0134731,0.0236083,0.0112855,0.00831521,0.00444781,0.0233947,0,0,0,0,0,0
575,0,0,0,0,0.0267198,0.00481609,0,0,0.0800398,0.0234345,0.0231972,0.0106392,0,0,0.0107753,0,0.0222403,0.0109722,0.0418962,0.0172361,0.0200036,0.018385,0.00963445,0.0296959,0.0158065,0.018575,0.0235131,0.0563418,0.0159113,0.0181351,0.0124619,0.0288495,0.0999255,0.00730237,0.0185801,0.00582548,0.0103245,0.0254137,0.0234787,0.00439676,0.0255818,0,0,0.0272109,0,0.0186613,0.0154998,0.0616956,0.0436017,0.0137081,0.022857,0.00544067,0.02287,0.0143143,0.0564687,0.0180059,0.0228508,0.00820674,0.00761159,0.00429606,0.00361798,0.0134145,0.0235439,0.0112482,0.00823583,0.00448844,0.0233635,0,0,0,0,0,0
