Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIBI,LWRB,x79,x81,
243,0.0412123,0.0256622,0,0,0,0,0,0,0.0349974,0.0167112,0.0233752,0.0388354,0,0,0.0351836,0,0.0316768,0.0173119,0.0405959,0.0142189,0.0309314,0.0327945,0.0488808,0.0263761,0.0683904,0.0651529,0.0668858,0.0584483,0.0243079,0.0224404,0.0151558,0.0462773,0.0273619,0.021492,0.049089,0.0103197,0.0434584,0.100142,0.0392068,0,0,0.0287324,0,0.0101878,0.018702,0.0418954,0.043059,0.0190233,0.0742011,0.0281157,0.0280145,0.119657,0,0,0.0548952,0.0401976,0.0149855,0.0175226,0.0320859,0.0431938,0.0253683,0.00797006,0.00370424,0.0210697,0.0382276,0,0,0,0,0,0,0,0,0.0225439,0.00618336,0,0,0
244,0.0412176,0.0255563,0,0,0,0,0,0,0.0347576,0.0167389,0.0234164,0.0388433,0,0,0.0350099,0,0.0314618,0.0171531,0.0404705,0.0139496,0.0308257,0.0329661,0.0491537,0.0263842,0.0683856,0.0653307,0.0669171,0.0581593,0.024375,0.0224349,0.0149225,0.0460879,0.027398,0.0214035,0.0469486,0.0104413,0.0408173,0.100552,0.0392455,0,0,0.0285599,0,0.0102995,0.0186171,0.0423954,0.0397782,0.0192713,0.0719981,0.0284804,0.0278017,0.118085,0,0.0687434,0.0527933,0.0374639,0.0138253,0.0172691,0.0291212,0.0409941,0.0250241,0.00804602,0.0036561,0.0209148,0.038242,0,0,0,0,0,0,0,0,0.0224894,0.00616077,0,0,0
245,0.0415543,0.0256061,0,0,0,0,0,0,0.0344005,0.0167486,0.0233401,0.0389035,0,0,0.0350566,0,0.0312833,0.0171122,0.0403499,0.0138854,0.0307178,0.0330928,0.0492327,0.0266196,0.0684045,0.065564,0.0668737,0.0579564,0.0243322,0.0223993,0.0147101,0.0458354,0.0274748,0.0213042,0.0457914,0.0105899,0.0385433,0.10099,0.0395432,0,0,0.0284999,0,0.0105022,0.0185828,0.0426464,0.0379551,0.0196209,0.0718224,0.0288914,0.027724,0.117559,0,0.0678544,0.0521291,0.0363109,0.0137929,0.0168294,0.027972,0.0398552,0.0248775,0.00805064,0.00353333,0.020873,0.038588,0,0,0,0,0,0,0,0,0.0225995,0.00616984,0,0,0
246,0.0421353,0.0258096,0,0,0,0,0,0,0.0339218,0.0168118,0.0230486,0.0389584,0,0,0.035294,0,0.0312522,0.0172001,0.0402504,0.0141112,0.0307395,0.0332893,0.0490671,0.0270295,0.0684365,0.0658864,0.0668811,0.0577415,0.0243488,0.0222762,0.0145006,0.0454992,0.0275926,0.0213261,0.0454891,0.0106688,0.0382978,0.101368,0.0399081,0,0,0.0284711,0,0.0105906,0.0185482,0.0425394,0.0381022,0.0199755,0.0736125,0.0293545,0.0277909,0.118186,0,0,0.0528417,0.0367395,0.0151518,0.0167923,0.0289613,0.0394976,0.0249204,0.00804395,0.00344681,0.0209895,0.0391889,0,0,0,0,0,0,0,0,0.0226482,0.0061632,0,0,0
247,0.0423303,0.0258214,0,0,0,0,0,0,0.0336888,0.01692,0.0227501,0.0391625,0,0,0.0354223,0,0.0311875,0.0172401,0.0400788,0.0142925,0.0309628,0.0334559,0.0490905,0.0271844,0.0684304,0.0661313,0.0669362,0.0576515,0.0244884,0.0221301,0.0142854,0.0452591,0.0275713,0.021318,0.0437187,0.010804,0.0371665,0.101749,0.0399512,0,0,0.0282999,0,0.0106701,0.0184612,0.0428443,0.0344974,0.0201375,0.0715318,0.0295233,0.0277465,0.117047,0,0.0655531,0.0510677,0.0344871,0.0143616,0.016553,0.0266433,0.0378205,0.0247629,0.00801938,0.00355949,0.0210383,0.0394636,0,0,0,0,0,0,0,0,0.0226377,0.00612934,0,0,0
248,0.0438186,0.02674,0,0,0,0,0,0,0.0336635,0.0167904,0.0228218,0.0387397,0,0,0.0363627,0,0.0314119,0.017665,0.0400283,0.0142952,0.031078,0.0331312,0.0480003,0.0284579,0.0685037,0.066319,0.0669702,0.0575271,0.0245521,0.0221748,0.0141716,0.0450465,0.028437,0.0214026,0.0470085,0.0107433,0.0400027,0.101715,0.0412771,0,0,0.0287931,0,0.0107247,0.0187367,0.0425024,0.0387191,0.0207574,0.0745297,0,0.0285008,0.117815,0,0,0.0521419,0.0353736,0.0153892,0.0158379,0.0289044,0,0.0254215,0.00792349,0.00352437,0.0218965,0.0409336,0,0,0,0,0,0,0,0,0.022547,0.00641082,0,0,0
249,0.043553,0.0264147,0,0,0,0,0,0,0.0337605,0.016797,0.0228383,0.03895,0,0,0.0361753,0,0.0314285,0.0176338,0.0398836,0.0143673,0.0314867,0.0327882,0.048066,0.0280982,0.0685624,0.06639,0.0671205,0.057533,0.0246974,0.0223297,0.0139399,0.0452821,0.0283305,0.021401,0.0420009,0.0108379,0.0353827,0.101844,0.0409991,0,0,0.0287473,0,0.0107173,0.0187418,0.0427904,0.0336749,0.0210952,0.072072,0.0308012,0.0281024,0.116734,0,0.0650336,0.0501396,0.0333508,0.0157749,0.0155064,0.0266819,0.0364174,0.0250824,0.00789719,0.00350877,0.0217204,0.0407202,0,0,0,0,0,0,0,0,0.0225561,0.00640628,0,0,0
250,0.0441005,0.0266551,0,0,0,0,0,0,0.0334964,0.0167955,0.0228325,0.038745,0,0,0.0363655,0,0.0314521,0.0177316,0.0397276,0.0148102,0.0318063,0.0334387,0.0476585,0.028525,0.0685951,0.0664132,0.0671702,0.0575169,0.0248094,0.022449,0.013781,0.045263,0.0286689,0.0214116,0.0401712,0.0108714,0.0341478,0.101657,0.0414241,0,0,0.0291852,0,0.0107121,0.0189995,0.0426647,0.0332224,0.0211607,0.0718054,0.0314576,0.0281626,0.116877,0,0.0663145,0.0496173,0.0326829,0.0165343,0.0156296,0.0271899,0.0351029,0.0251589,0.00794975,0.00350214,0.0220334,0.0411723,0,0,0,0,0,0,0,0,0.0225626,0.0064317,0,0,0
251,0.0445622,0.0269254,0,0,0,0,0,0,0.033759,0.0168704,0.0227386,0.0385026,0,0,0.036672,0,0.0314454,0.0178109,0.0395732,0.0152482,0.0321037,0.0340409,0.0472872,0.0289459,0.0685806,0.0664977,0.0671916,0.0575123,0.0249807,0.0225916,0.0135974,0.0453183,0.0289353,0.0214082,0.0388787,0.0109683,0.0337582,0.101431,0.0416435,0,0,0.0293871,0,0.0108304,0.0191972,0.0423169,0.0352812,0.0209064,0.074166,0.0322613,0.0282947,0.118057,0,0,0.0504797,0.0341566,0.0189107,0.0162479,0.0301929,0.0339694,0.0251803,0.00790782,0.00354768,0.0223582,0.0416789,0,0,0,0,0,0,0,0,0.0227387,0.00635115,0,0,0
252,0.0455459,0.0277046,0,0,0,0,0,0,0.0336554,0.0168377,0.0222334,0.0379058,0,0,0.037387,0,0.0315667,0.0180743,0.0394469,0.0155517,0.032262,0.034222,0.0463218,0.0298864,0.0685656,0.0665947,0.0671313,0.0574009,0.0251157,0.0226536,0.0134961,0.0455233,0.0295955,0.0214544,0.0364864,0.010998,0.0325687,0.100798,0.0423756,0,0,0.030047,0,0.0108881,0.0195873,0.0420163,0.0349758,0.0210074,0.0741559,0,0.0288475,0.118507,0,0,0.0501298,0.0335723,0.0197272,0.0166501,0.0299707,0.0317415,0.0257192,0.00784218,0.00354886,0.0231101,0.042725,0,0,0,0,0,0,0,0,0.0227318,0.00644745,0,0,0
253,0.0452765,0.0274691,0,0,0,0,0,0,0.0335906,0.0168936,0.0218025,0.0379131,0,0,0.0372668,0,0.0315298,0.0179631,0.039369,0.0156293,0.0326502,0.0344338,0.0464203,0.0295103,0.0687271,0.0667969,0.0672808,0.0574192,0.0253721,0.0227464,0.0131582,0.0460553,0.0294872,0.021443,0.0331244,0.0111028,0.0308212,0.100639,0.0419786,0,0,0.0302232,0,0.0109379,0.0196573,0.0419568,0.0333099,0.0209774,0.071423,0.0337154,0.0285698,0.118043,0,0.0569033,0.0483948,0.0314035,0.019781,0.0161702,0.0281436,0.0284505,0.0255732,0.00779852,0.00366296,0.0229542,0.0424191,0,0,0,0,0,0,0,0,0.0226826,0.00637466,0,0,0
254,0.0455821,0.0277539,0,0,0,0,0,0,0.0335341,0.016873,0.0215014,0.0374556,0,0,0.0374715,0,0.031523,0.0180475,0.0393966,0.015787,0.0329272,0.0345799,0.046031,0.0297459,0.0688233,0.067003,0.0673768,0.0573379,0.0255924,0.02279,0.0128872,0.0461289,0.0297666,0.0214224,0.029713,0.0111361,0.0297558,0.100133,0.0420891,0,0,0.0306226,0,0.0109909,0.0198946,0.0413777,0.0354217,0.0211017,0.0718127,0.0343556,0.0288276,0.11934,0,0,0.0487881,0.0323544,0.0220256,0.0167191,0.0301957,0.0254219,0.025904,0.00785627,0.00370839,0.0232133,0.0427875,0,0,0,0,0,0,0,0,0.0227352,0.00643767,0,0,0
255,0.0455284,0.0277131,0,0,0,0,0,0,0.0333695,0.0169414,0.0211081,0.0373015,0,0,0.037591,0,0.0314866,0.0180816,0.0393874,0.0158992,0.0333488,0.0347975,0.0460796,0.0297863,0.0689563,0.0672983,0.0674808,0.0573178,0.0258534,0.0228479,0.0125508,0.0460722,0.0299461,0.0214048,0.0258676,0.0113121,0.0279736,0.0999414,0.0420931,0,0,0.0308614,0,0.0110361,0.0201144,0.041086,0.0344423,0.0213114,0.0685711,0.0347525,0.0289489,0.119207,0,0.0513317,0.0473884,0.0295904,0.0223223,0.0163186,0.0282001,0.0213578,0.026,0.00813197,0.00373604,0.0231455,0.0429308,0,0,0,0,0,0,0,0,0.0228251,0.0064426,0,0,0
256,0.04575,0.0278896,0,0,0,0,0,0,0.0331451,0.0169457,0.0207476,0.0367512,0,0,0.0377408,0,0.0315225,0.018155,0.0394494,0.0160666,0.0336148,0.0349699,0.0455977,0.0299437,0.0690114,0.0675131,0.0675015,0.0571266,0.0260818,0.0229239,0.0122514,0.0460158,0.0301437,0.0214187,0.0215249,0.011381,0.0267428,0.0991292,0.0423787,0,0,0.0312114,0,0.0111256,0.0204438,0.0403962,0.0362715,0.0212098,0.0677539,0.0352591,0.0291954,0.120464,0,0,0.0474868,0.0297994,0.0245554,0.0172448,0.0291457,0.0173808,0.0263056,0.00873704,0.00372386,0.0232358,0.0432827,0,0,0,0,0,0,0,0,0.022921,0.00649383,0,0,0
257,0.0458125,0.027875,0,0,0,0,0,0,0.0327646,0.0169364,0.0203225,0.0362372,0,0,0.0377757,0,0.0316344,0.0182718,0.0394676,0.0163767,0.0339837,0.0352277,0.045373,0.0299974,0.0691715,0.0677779,0.0676365,0.0569902,0.0263944,0.0231065,0.0119357,0.0458004,0.0302693,0.0214781,0.0179631,0.0113571,0.0259465,0.0986735,0.0423737,0,0,0.0313624,0,0.0110635,0.0205525,0.0398462,0.036885,0.0213365,0.0657273,0.0357024,0.0292485,0.121022,0,0,0.0468918,0.0286852,0.0261862,0.0181215,0.0287071,0.0133952,0.026458,0.00887138,0.00384252,0.0231494,0.0434388,0,0,0,0,0,0,0,0,0.0230896,0.00645741,0,0,0
258,0.0465791,0.0284757,0,0,0,0,0,0,0.0321608,0.0168138,0.0199824,0.0354823,0,0,0.0383407,0,0.0318565,0.0186744,0.0394265,0.0169992,0.0341951,0.035459,0.0444048,0.0307698,0.0692684,0.0680383,0.067739,0.0567955,0.0266648,0.023342,0.011736,0.0451151,0.0309195,0.0215475,0.0158598,0.0113256,0.0258292,0.0979622,0.042824,0,0,0.0318796,0,0.0111159,0.0207976,0.0393543,0.0365441,0.0218742,0.0630102,0,0.0298631,0.12116,0,0.0415925,0.0461476,0.0265354,0.0270853,0.0188325,0.0272072,0.00957021,0.0270849,0.00869066,0.00380795,0.0235986,0.0442008,0,0,0,0,0,0,0,0,0.022947,0.00661704,0,0,0
259,0.0463707,0.0284913,0,0,0,0,0,0,0.0317633,0.0168733,0.019749,0.0347642,0,0,0.0384347,0,0.0319281,0.0188691,0.0394541,0.0177442,0.034417,0.0356831,0.0436643,0.0306972,0.0693857,0.0682272,0.0679604,0.0567687,0.0269308,0.0236097,0.0115154,0.044683,0.0310659,0.0215626,0.0127619,0.0113714,0.0257569,0.0972103,0.0426179,0,0,0.0322158,0,0.0111952,0.0210313,0.0386324,0.0376876,0.0221145,0.0616973,0,0.0300362,0.122187,0,0,0.0460802,0.0271332,0.0293343,0.0202388,0.0285905,0.00611004,0.0273586,0.00853982,0.0038227,0.0235461,0.0441519,0,0,0,0,0,0,0,0,0.0227632,0.00662278,0,0,0
260,0.0462878,0.0285097,0,0,0,0,0,0,0.0314077,0.017023,0.0195905,0.0340981,0,0,0.0384847,0,0.0319293,0.0189651,0.039459,0.0185961,0.0347089,0.0358339,0.0429915,0.0307328,0.069472,0.0683296,0.0681525,0.0568062,0.0272351,0.0239628,0.0113073,0.0443868,0.0312137,0.0215332,0.011266,0.0113858,0.0263005,0.0966201,0.0425998,0,0,0.0323813,0,0.011211,0.0211939,0.0380355,0.0384035,0.0225737,0.059956,0,0.0302574,0.122645,0,0,0.04573,0.0270518,0.0311139,0.020918,0.0292339,0.00418456,0.0275268,0.00855384,0.00397711,0.023466,0.0441133,0,0,0,0,0,0,0,0,0.0229755,0.0065352,0,0,0
261,0.0462563,0.0285463,0,0,0,0,0,0,0.0310017,0.0171446,0.0193367,0.0334807,0,0,0.0385436,0,0.0319113,0.0189603,0.039474,0.0195261,0.0350271,0.0360305,0.0423032,0.0307419,0.0695117,0.0683834,0.0682509,0.0568721,0.0275506,0.0243965,0.0111004,0.0442129,0.0313625,0.0215239,0.0114586,0.0114544,0.0272793,0.0960395,0.0423678,0,0,0.0324466,0,0.0112898,0.0211994,0.0374574,0.039356,0.0230793,0.0581021,0,0.0304966,0.123091,0,0,0.0454281,0.0268489,0.032823,0.021712,0.0297506,0.00527938,0.0276992,0.00850411,0.00401907,0.0234816,0.0440754,0,0,0,0,0,0,0,0,0.0232411,0.00642599,0,0,0
262,0.0461951,0.0285943,0,0,0,0,0,0,0.030339,0.0172126,0.0189213,0.032981,0,0,0.0386461,0,0.0318097,0.0189836,0.0394527,0.0205334,0.0352416,0.0363657,0.0416485,0.030665,0.0695618,0.0684755,0.0683168,0.0569273,0.0279085,0.0247778,0.0108843,0.0438626,0.0314831,0.0214708,0.0127489,0.0115921,0.0284606,0.0955034,0.0423187,0,0,0.0322882,0,0.0114679,0.0209027,0.0369334,0.0399771,0.0235154,0.0562549,0,0.0307432,0.123347,0,0,0.0451277,0.0264576,0.0343809,0.0226469,0.0299089,0.00809922,0.0277874,0.00836104,0.00383483,0.023591,0.0440565,0,0,0,0,0,0,0,0,0.0233814,0.00639786,0,0,0
263,0.0399355,0.0259574,0,0,0,0,0,0,0.0315743,0.0178116,0.0181474,0.0310249,0,0,0.0344653,0,0.0305088,0.0174444,0.0397654,0.0202358,0.0341139,0.036308,0.0406649,0.026258,0.0679735,0.0667431,0.067014,0.0558764,0.0280476,0.0243834,0.0111238,0.0457233,0.0283293,0.0209794,0.0271726,0.01192,0.0171119,0.0906167,0.0368657,0,0,0.0306302,0,0.0118488,0.0197827,0.0384433,0.0308379,0.0189417,0.0696465,0,0.0289003,0.122424,0,0,0.0465228,0.0473934,0,0.0346068,0.0460617,0.0380666,0.0259675,0.00860183,0.00397491,0.0219554,0.0380181,0,0,0,0,0,0,0,0,0.0233145,0.00540237,0,0,0
264,0.0395716,0.0257157,0,0,0,0,0,0,0.0300563,0.0178734,0.0170566,0.0304607,0,0,0.0345292,0,0.0305141,0.0175054,0.0397088,0.0209065,0.0340908,0.037827,0.0399813,0.0262794,0.067813,0.0664685,0.0668979,0.0560125,0.0288813,0.0251784,0.0112352,0.0444176,0.0283485,0.0209502,0.0284981,0.0120028,0.0176356,0.0898034,0.0364719,0,0,0.0307191,0,0.011956,0.019742,0.0382472,0.0296912,0.0190706,0.0684757,0,0.0288466,0.121702,0,0,0.0457071,0.0473545,0,0.0350407,0.0462933,0.039647,0.0259493,0.00882235,0.00409673,0.0218733,0.0378831,0,0,0,0,0,0,0,0,0.0234113,0.00536113,0,0,0
