Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x70,x71,x72,x73,LTHIP,LKNE,RKNE,IMUR_M
39,0.0337858,0.0473567,0,0,0,0,0,0.0454461,0,0.0236397,0.0579106,0,0,0.0206208,0,0,0.0371908,0.0238703,0.0356291,0.0280617,0.0260821,0.0310558,0.0212546,0,0.0419752,0.0448766,0.0362145,0.0355825,0.0122068,0.0446894,0.0235876,0.0182465,0.0270615,0,0.0269944,0.0555593,0.0148824,0,0,0.0111879,0,0,0.0344549,0.0536498,0.0554879,0.0344167,0.0313864,0.0202058,0.0601946,0.0421679,0,0.0561502,0.0510648,0.0575328,0.0674758,0.065512,0.0332216,0.0201258,0.0198064,0.0421433,0.0155067,0,0,0,0,0,0,0,0,0,0.0162323,0.0492538,0.0468603,0
40,0.0337973,0.0473389,0,0,0,0,0,0.0455614,0,0.0235016,0.0575119,0,0,0.0203654,0,0,0.0371157,0.024017,0.0354444,0.0279951,0.0255295,0.0309137,0.0209257,0,0.0420874,0.0449488,0.0362412,0.0358055,0.0122626,0.0449167,0.0230842,0.01804,0.0266532,0,0.0266971,0.0558855,0.0148313,0,0,0.0112481,0,0,0.0342516,0.0539083,0.0557487,0.0342432,0.0310082,0.0198334,0.0604775,0.0425246,0,0.0560663,0.0509206,0.0576262,0.068016,0.0624734,0.0333231,0.020043,0.0198215,0.0420677,0.0155051,0,0,0,0,0,0,0,0,0,0.0163956,0.0493781,0.0475138,0
41,0.0337783,0.0473692,0,0,0,0,0,0.0457938,0,0.0235259,0.0574358,0,0,0.0192132,0,0,0.0372067,0.0239273,0.0351125,0.0279546,0.0250258,0.0312126,0.0208613,0,0.0423503,0.0450407,0.0362989,0.0359147,0.0123664,0.0450131,0.021162,0.0191819,0.0261001,0,0.0261299,0.0557373,0.014746,0,0,0.0114264,0,0,0.0340121,0.0535071,0.0553624,0.0337735,0.0306146,0.0194712,0.0604365,0.0430622,0,0.0566563,0.0508696,0.0579916,0.0684866,0.0600517,0.0333982,0.020052,0.0197299,0.0420369,0.0155149,0,0,0,0,0,0,0,0,0,0.0163684,0.0494421,0.0491317,0
42,0.0337907,0.0473318,0,0,0,0,0,0.0457266,0,0.023665,0.0573044,0,0,0.0188711,0,0,0.037187,0.0237275,0.0348759,0.0279935,0.0245507,0.0312035,0.0208194,0,0.042584,0.0452035,0.036482,0.0359754,0.0124878,0.0449516,0.0206593,0.0193241,0.0251893,0,0.0257155,0.0557075,0.0147081,0,0,0.011391,0,0,0.0338186,0.0532181,0.0550322,0.0333152,0.0301971,0.0191452,0.0604655,0.0435025,0,0.0569931,0.0507657,0.0579515,0.068186,0.0575228,0.0334641,0.0201702,0.0196712,0.0419962,0.0155233,0,0,0,0,0,0,0,0,0,0.0163124,0.0493422,0.050233,0
43,0.0337833,0.0473391,0,0,0,0,0,0.0452394,0,0.0232996,0.0572049,0,0,0.0186443,0,0,0.0371936,0.0234818,0.0347168,0.0281987,0.0243092,0.0312165,0.020556,0,0.0427811,0.0453164,0.0368421,0.0359845,0.0126103,0.0449542,0.0202311,0.0193896,0.0241414,0,0.0256574,0.055749,0.0146317,0,0,0.011395,0,0,0.0336529,0.0530687,0.0550308,0.032891,0.0298527,0.0189483,0.0605914,0.0436886,0,0.057028,0.0505979,0.0575065,0.0674906,0.0554943,0.033422,0.0202507,0.0196243,0.0419635,0.01552,0,0,0,0,0,0,0,0,0,0.0161915,0.0491742,0.0509917,0
44,0.0337578,0.0473175,0,0,0,0,0,0.0443347,0,0.0230455,0.0571805,0,0,0.0185382,0,0,0.0372271,0.0229959,0.0345358,0.0284454,0.0243518,0.0312619,0.0203255,0,0.0428871,0.0454434,0.0371977,0.0359387,0.0127053,0.0449285,0.0199034,0.0195412,0.0237765,0,0.0257693,0.0556812,0.0146211,0,0,0.0115057,0,0,0.03357,0.0530527,0.0552301,0.032471,0.0296957,0.0187434,0.0606966,0.043636,0,0.0571403,0.050602,0.0570918,0.0666029,0.0543636,0.0333481,0.0203123,0.0195874,0.0418411,0.0155264,0,0,0,0,0,0,0,0,0,0.0160908,0.0489449,0.0515169,0
45,0.0338137,0.0474212,0,0,0,0,0,0.0480335,0,0.0244192,0.0569613,0,0,0.0183272,0,0,0.0375149,0.0229975,0.0335256,0.0294778,0.0248943,0.0315937,0.0209668,0,0.0418693,0.0449713,0.0359378,0.0344032,0.0145314,0.0451702,0.019586,0.0194654,0.025801,0,0.0227929,0.0561635,0.0139184,0,0,0.0122899,0,0,0.0331878,0.0533552,0.0551262,0.0312265,0.0287578,0.0180678,0.0599041,0.0422096,0,0.0574966,0.051793,0.0560437,0.0640613,0.0616663,0.033466,0.0200545,0.0194781,0.0419631,0.015873,0,0,0,0,0,0,0,0,0,0.0152509,0.0499313,0.0492567,0
46,0.0338235,0.0471565,0,0,0,0,0,0.0431195,0,0.0228468,0.0573406,0,0,0.0185235,0,0,0.0371998,0.021733,0.0338901,0.0286907,0.0246328,0.0312031,0.0206395,0,0.0427517,0.0455332,0.0370504,0.0359396,0.0129834,0.0449389,0.0197103,0.0196559,0.0249513,0,0.026268,0.0555896,0.0147773,0,0,0.0117201,0,0,0.0334708,0.0531663,0.0557672,0.0318705,0.0296946,0.018533,0.0603624,0.0428559,0,0.0575777,0.0507069,0.0561129,0.0645756,0.0524916,0.0331832,0.0203098,0.0197302,0.0416753,0.0154385,0,0,0,0,0,0,0,0,0,0.0157992,0.0487188,0.0509088,0
47,0.033903,0.0470462,0,0,0,0,0,0.0426955,0,0.0227724,0.057353,0,0,0.0185832,0,0,0.0371601,0.0212752,0.0336947,0.0287028,0.0247319,0.0311705,0.0208942,0,0.0427321,0.0454765,0.0369575,0.0358342,0.0131624,0.0449728,0.019695,0.0197222,0.025478,0,0.0264686,0.0556056,0.0149301,0,0,0.0118002,0,0,0.0333432,0.0531876,0.0563486,0.0316063,0.0298292,0.0184737,0.0596624,0.0420882,0,0.0574812,0.0506129,0.0556915,0.0638327,0.0517652,0.0331534,0.0203198,0.0198745,0.0415954,0.0153694,0,0,0,0,0,0,0,0,0,0.0156906,0.0488097,0.050255,0
48,0.0339977,0.0471825,0,0,0,0,0,0.0464054,0,0.0241843,0.0572467,0,0,0.0185363,0,0,0.0374046,0.0217232,0.0328593,0.0295356,0.0251619,0.0314269,0.0210635,0,0.0418692,0.0450185,0.0357787,0.0342039,0.0140509,0.0452803,0.019496,0.0195479,0.0263621,0,0.0238271,0.0561343,0.0143751,0,0,0.0125226,0,0,0.0328858,0.0534321,0.0568718,0.0306355,0.029176,0.0178913,0.0580201,0.0400338,0,0.0572334,0.0513731,0.0550689,0.0621918,0.0579183,0.0333649,0.0203114,0.0197902,0.0417734,0.0155895,0,0,0,0,0,0,0,0,0,0.0149043,0.0500818,0.0475402,0
49,0.0340654,0.0471724,0,0,0,0,0,0.0461426,0,0.0242161,0.057529,0,0,0.0186997,0,0,0.0373715,0.0216807,0.0328359,0.029446,0.0251668,0.0313199,0.0207136,0,0.0418395,0.0452254,0.035606,0.0339995,0.0138628,0.0453909,0.0195623,0.0194943,0.0267668,0,0.0241601,0.0560864,0.0145671,0,0,0.0126027,0,0,0.0328586,0.0534143,0.0574135,0.0309223,0.0295287,0.018013,0.0568884,0.03898,0,0.056777,0.0512462,0.0549852,0.0619891,0.05757,0.033326,0.0204493,0.0198688,0.0417832,0.0154125,0,0,0,0,0,0,0,0,0,0.0148726,0.050262,0.0467049,0
50,0.0341745,0.0471537,0,0,0,0,0,0.0457666,0,0.0244115,0.0578572,0,0,0.0188287,0,0,0.0373063,0.0216559,0.0330672,0.0293577,0.0250793,0.0310975,0.0206723,0,0.0416693,0.0454143,0.0354135,0.0338312,0.0139239,0.0454358,0.01971,0.0192883,0.027365,0,0.0242668,0.0560377,0.0147079,0,0,0.012714,0,0,0.0328274,0.0533273,0.057471,0.0309937,0.02993,0.0181919,0.0555158,0.0379701,0,0.0564508,0.0514171,0.0551117,0.0621425,0.057252,0.0331817,0.0202972,0.01999,0.0418154,0.0151868,0,0,0,0,0,0,0,0,0,0.0149155,0.0499708,0.0469247,0
51,0.0344349,0.0470734,0,0,0,0,0,0.0451306,0,0.0248634,0.0584988,0,0,0.0186569,0,0,0.036895,0.0217238,0.0338879,0.0293583,0.0249066,0.0303694,0.0205782,0,0.0413802,0.045279,0.0351606,0.0336344,0.0142566,0.0457834,0.0196332,0.0185924,0.0297049,0,0.0285283,0.0563114,0.0151409,0,0,0.0127799,0,0,0.0329147,0.0509432,0.0645027,0.0316575,0.0307344,0.0183842,0.0552724,0.0416034,0,0.0527892,0.0470585,0.052108,0.059732,0.0562526,0.033032,0.0201394,0.0200299,0.0419126,0.01465,0,0,0,0,0,0,0,0,0,0.0147909,0.0499208,0,0
52,0.033815,0.04697,0,0,0,0,0,0.0443705,0,0.0246802,0.0568702,0,0,0.0203803,0,0,0.0371435,0.0214822,0.0338223,0.0293048,0.0257273,0.0320116,0.0203141,0,0.04189,0.0460263,0.0356297,0.0340232,0.0144766,0.0447287,0.0216645,0.0194732,0.0293749,0,0.0253748,0.0557136,0.0141304,0,0,0.0131283,0,0,0.0331259,0.0534045,0.0617317,0.0305788,0.0298469,0.018279,0.0500671,0.0380619,0.0678871,0.0550406,0.0503574,0.0552431,0.0623967,0.0565854,0.0325925,0.0202255,0.0202653,0.0413644,0.0158446,0,0,0,0,0,0,0,0,0,0.0140224,0.0494987,0,0
53,0.0338814,0.0468659,0,0,0,0,0,0.043798,0,0.0249652,0.0572763,0,0,0.0202398,0,0,0.0368224,0.0214865,0.0340623,0.0292925,0.0256417,0.0317802,0.0202286,0,0.041668,0.0460845,0.035533,0.033978,0.0145647,0.0448486,0.0219992,0.019573,0.0301619,0,0.0252086,0.0556886,0.0143181,0,0,0.0131775,0,0,0.0332763,0.0536611,0.0623194,0.0305843,0.0301125,0.0182677,0.0486133,0.0377341,0.0671905,0.0548592,0.0506536,0.0560792,0.0633085,0.0573251,0.0326689,0.0201377,0.0202183,0.0413202,0.0157027,0,0,0,0,0,0,0,0,0,0.014053,0.0499923,0,0
54,0.0340313,0.0467445,0,0,0,0,0,0.0429688,0,0.0252416,0.0578572,0,0,0.0200275,0,0,0.0365399,0.0213834,0.0342701,0.0293213,0.0253084,0.0315193,0.0199464,0,0.0416473,0.0460674,0.0355265,0.0339125,0.0145279,0.0450306,0.0224771,0.019771,0.0309483,0,0.0250523,0.0555601,0.0145589,0,0,0.0131892,0,0,0.0333513,0.0542333,0.0625036,0.0307378,0.0303196,0.0182397,0.047341,0.0377625,0.066815,0.055028,0.0512578,0.057204,0.06441,0.0583236,0.0326976,0.0200296,0.0202186,0.0412536,0.0155185,0,0,0,0,0,0,0,0,0,0.0140762,0.0504396,0,0
55,0.0342017,0.0466388,0,0,0,0,0,0.0431169,0,0.0255406,0.058323,0,0,0.0197462,0,0,0.0363185,0.0212683,0.0340859,0.0293136,0.0250054,0.0312241,0.0196253,0,0.041655,0.0459955,0.0353621,0.0338321,0.0144531,0.0452556,0.022635,0.0199667,0.0315023,0,0.0247768,0.0554453,0.0148288,0,0,0.0131905,0,0,0.0333008,0.0545567,0.0628282,0.0309688,0.0305227,0.0180525,0.0461779,0.0380961,0.0663034,0.0554641,0.05212,0.058621,0.0651665,0.0592345,0.0327152,0.0199058,0.0201704,0.0411834,0.0153202,0,0,0,0,0,0,0,0,0,0.0140725,0.0506249,0,0
56,0.0344262,0.0465383,0,0,0,0,0,0.0429776,0,0.0259215,0.0588447,0,0,0.0194574,0,0,0.0360839,0.0210647,0.0336734,0.0293353,0.024683,0.0308713,0.0193908,0,0.0415265,0.0455379,0.0352632,0.0337823,0.0144757,0.0454899,0.0224385,0.0200348,0.0314978,0,0.024011,0.0554598,0.0151537,0,0,0.0132345,0,0,0.0331978,0.0545319,0.0627992,0.0312059,0.030687,0.0178381,0.0452118,0.038689,0.0653742,0.0561968,0.0531583,0.0598692,0.0658631,0.0598322,0.032744,0.0197898,0.0201921,0.0411225,0.0150614,0,0,0,0,0,0,0,0,0,0.0140181,0.0506559,0,0
57,0.0346816,0.0464578,0,0,0,0,0,0.0427491,0,0.0261637,0.0592946,0,0,0.0191198,0,0,0.0357844,0.0208817,0.0334834,0.0293715,0.0243825,0.0304593,0.0193123,0,0.0413874,0.0448025,0.0351868,0.0337368,0.0145612,0.0457814,0.0222558,0.0200002,0.0315415,0,0.0228905,0.0556074,0.0155173,0,0,0.0132477,0,0,0.0330816,0.0542683,0.0622448,0.0316073,0.0309031,0.0177407,0.0443598,0.0395088,0.0639421,0.0571533,0.0542847,0.0610391,0.0667275,0.0599585,0.0327196,0.019684,0.0201436,0.0410832,0.014743,0,0,0,0,0,0,0,0,0,0.0139047,0.0507067,0,0
58,0.0349195,0.0464271,0,0,0,0,0,0.0427152,0,0.0262613,0.0598171,0,0,0.0187844,0,0,0.0355317,0.0206659,0.0334093,0.0293799,0.0240756,0.030063,0.0191654,0,0.0411003,0.0446478,0.0350445,0.0335795,0.014448,0.0460393,0.0220578,0.0199302,0.0316517,0,0.021773,0.0557543,0.0158417,0,0,0.0132207,0,0,0.0329987,0.0539854,0.0618929,0.032096,0.0311629,0.0177554,0.0435683,0.0403109,0.0632019,0.0583793,0.0556601,0.0623164,0.0676927,0.0597552,0.0327297,0.0196435,0.0201081,0.0410398,0.0144355,0,0,0,0,0,0,0,0,0,0.013744,0.0509189,0,0
59,0.0348505,0.0463751,0,0,0,0,0,0.0418355,0,0.025211,0.0591269,0,0,0.0186011,0,0,0.0354543,0.0216057,0.0315753,0.027525,0.0233246,0.0296931,0.0193926,0.034068,0.0427547,0.0463964,0.0365581,0.0347077,0.0142051,0.0460791,0.0218242,0.0199691,0.0319936,0,0.0206174,0.0555314,0.016103,0,0,0.0132852,0,0,0.033073,0.0533266,0.0618676,0.0326303,0.0318009,0.0184974,0.0424991,0.0412353,0.0627315,0.0598496,0.0574243,0.0636688,0.0688647,0.0591147,0.032257,0.0199537,0.0206098,0.0407812,0.0142279,0,0,0,0,0,0,0,0,0,0.0133551,0.0491506,0,0
60,0.0349479,0.0464041,0,0,0,0,0,0.0417317,0,0.0254376,0.0596738,0,0,0.0183643,0,0,0.0354042,0.021545,0.0316798,0.0275182,0.023022,0.0293189,0.0191799,0.0349197,0.0426616,0.0463108,0.036395,0.0345419,0.0143576,0.0462113,0.0215292,0.0198094,0.0319681,0,0.0195684,0.0556602,0.0163459,0,0,0.013439,0,0,0.0330505,0.0527659,0.0613968,0.032896,0.0318438,0.0185753,0.0418263,0.0423849,0.0626758,0.0612249,0.0591575,0.0648551,0.0696984,0.0567852,0.032236,0.0199911,0.0206637,0.0408208,0.0138982,0,0,0,0,0,0,0,0,0,0.0136205,0.0491455,0,0
61,0.0350216,0.0464599,0,0,0,0,0,0.0416531,0,0.0256971,0.0602906,0,0,0.0181761,0,0,0.0354295,0.0215034,0.0318729,0.0275972,0.0227653,0.0289354,0.0189094,0.034539,0.0423649,0.0460522,0.0360761,0.0342487,0.0141928,0.0463402,0.0212711,0.0194969,0.0318292,0,0.0185689,0.0557641,0.0165719,0,0,0.013544,0,0,0.0330733,0.0519401,0.0606318,0.0327251,0.0318667,0.0187818,0.0412041,0.0436395,0.0625401,0.0625914,0.0608832,0.0660503,0.0704137,0.053576,0.0321315,0.0201818,0.0206983,0.0408938,0.0135006,0,0,0,0,0,0,0,0,0,0.0142506,0.0493597,0,0
62,0.035058,0.0465459,0,0,0,0,0,0.0414685,0,0.0259393,0.0607823,0,0,0.0179856,0,0,0.0354421,0.0216617,0.0318824,0.027638,0.0224463,0.0286122,0.0186312,0.0342898,0.0420791,0.0457117,0.0357482,0.0340213,0.0139902,0.0464046,0.0209989,0.018961,0.0319219,0,0.0174662,0.0559764,0.016764,0,0,0.0135261,0,0,0.0330735,0.050896,0.0597682,0.0328724,0.0318746,0.0190859,0.0405816,0.0449336,0.0624652,0.0639693,0.0624786,0.0670711,0.0708247,0.0493013,0.0320979,0.0202984,0.0207821,0.0410077,0.0131142,0,0,0,0,0,0,0,0,0,0.0148052,0.0496774,0,0
63,0.0351106,0.0465993,0,0,0,0,0,0.0418378,0,0.0262123,0.0610138,0,0,0.017844,0,0,0.0354493,0.022061,0.031873,0.0275728,0.0221076,0.0282993,0.0185886,0.0344085,0.0420644,0.0455751,0.0355633,0.0338669,0.0139525,0.0464428,0.0207195,0.0185427,0.0326153,0,0.0163692,0.0565468,0.0169746,0,0,0.0134907,0,0,0.033092,0.0507089,0.0588041,0.0332079,0.0318935,0.0193109,0.0399829,0.046352,0.0624857,0.0651219,0.0638324,0.0674866,0.0706917,0.0437843,0.0320873,0.0202656,0.0208318,0.0411741,0.0127869,0,0,0,0,0,0,0,0,0,0.0152033,0.0498988,0,0
64,0.0351951,0.0466253,0,0,0,0,0,0.0427352,0,0.0264571,0.0608994,0,0,0.017769,0,0,0.0355089,0.0225971,0.0319896,0.0273937,0.0219039,0.0280142,0.0187526,0.0345625,0.0421698,0.0455379,0.0355262,0.0338512,0.0138956,0.046551,0.0204383,0.0181414,0.0344321,0,0.0154788,0.0573717,0.0171696,0,0,0.0134392,0,0,0.0331423,0.0506739,0.0573993,0.0336241,0.031943,0.0193618,0.0393881,0.047462,0.0624499,0.0658264,0.0648148,0.0674498,0.0700177,0.0373076,0.0321584,0.0201425,0.0207817,0.0413453,0.0125932,0,0,0,0,0,0,0,0,0,0.0155363,0.0499334,0,0
65,0.0352826,0.04664,0,0,0,0,0,0.0436282,0,0.0267081,0.0605409,0,0,0.0177043,0,0,0.0355278,0.0232696,0.032185,0.0271515,0.0216909,0.0277843,0.0189417,0.0345436,0.0421329,0.0456364,0.0354944,0.0339111,0.0137427,0.0467161,0.0202396,0.0178075,0.0374522,0,0.0150531,0.0583508,0.0173206,0,0,0.0133397,0,0,0.0332068,0.0505974,0.055774,0.0340208,0.0319333,0.0193939,0.0389397,0.0482074,0.0624521,0.0659462,0.0654983,0.0672303,0.0691383,0.0305379,0.0322327,0.0200434,0.0207296,0.0414494,0.0125008,0,0,0,0,0,0,0,0,0,0.015853,0.0498317,0,0
66,0.0354291,0.0466457,0,0,0,0,0,0.0443915,0,0.0268747,0.060059,0,0,0.0175331,0,0,0.0355065,0.0242261,0.032536,0.0268604,0.0213477,0.02756,0.0191329,0.0344236,0.0422094,0.0457277,0.0355182,0.0340452,0.0136676,0.0468586,0.0200572,0.0174525,0.0416799,0,0.0148462,0.059527,0.0174643,0,0,0.0132049,0,0,0.0331962,0.0503754,0.054087,0.0344411,0.0318396,0.0193988,0.0386773,0.0484777,0.0628897,0.0659237,0.0659746,0.0669883,0.0684254,0.0238022,0.032339,0.020077,0.0206367,0.0415716,0.0124142,0,0,0,0,0,0,0,0,0,0.0162672,0.0496955,0,0
67,0.0355766,0.0466438,0,0,0,0,0,0.0453618,0,0.0269388,0.0594608,0,0,0.0173806,0,0,0.0354631,0.0253295,0.032588,0.0265156,0.0209677,0.0274077,0.0194956,0.0342448,0.0418676,0.0459063,0.0356104,0.034248,0.013767,0.0469384,0.0199329,0.0170545,0.0467244,0,0.0148171,0.060875,0.0175692,0,0,0.0131663,0,0,0.0331406,0.0500633,0.0521575,0.0350135,0.0316225,0.0193603,0.0385595,0.0482273,0.0641026,0.0657926,0.0661429,0.0666576,0.0677735,0.0179536,0.0324226,0.020059,0.0205601,0.0416684,0.0123369,0,0,0,0,0,0,0,0,0,0.0169095,0.0495488,0,0
68,0.0357204,0.0466511,0,0,0,0,0,0.0468381,0,0.0269072,0.0587815,0,0,0.0173428,0,0,0.0354366,0.0268003,0.03236,0.0261189,0.0205234,0.0272091,0.0199299,0.0340537,0.0412573,0.046048,0.0356778,0.0344196,0.0141257,0.0470725,0.0197343,0.0167119,0.0510979,0,0.0150003,0.0625511,0.0177314,0,0,0.0131761,0,0,0.0331146,0.0492841,0.0498379,0.0359593,0.0313304,0.0193259,0.0386658,0.0473923,0.0655276,0.0657162,0.066096,0.0663942,0.067328,0.0141654,0.032478,0.0200381,0.0204792,0.0417468,0.0122078,0,0,0,0,0,0,0,0,0,0.0178063,0.0492123,0,0
69,0.0355773,0.0466987,0,0,0,0,0,0.0474688,0,0.0268078,0.0581028,0,0,0.0175977,0,0,0.0355672,0.0273042,0.032446,0.0258394,0.0205446,0.0274918,0.0200215,0.0337286,0.0412853,0.0461488,0.0357703,0.0345054,0.0145014,0.0469178,0.0199299,0.016856,0.0517437,0,0.0142938,0.0627882,0.017483,0,0,0.0131855,0,0,0.0330803,0.0499092,0.0468941,0.0352082,0.0306778,0.0193095,0.0383753,0.0430489,0.0654993,0.0669728,0.0674027,0.0677953,0.0685404,0.0129622,0.032475,0.0200012,0.0204358,0.0417279,0.0122666,0,0,0,0,0,0,0,0,0,0.018147,0.0488625,0.0294609,0
70,0.0356282,0.0467366,0,0,0,0,0,0.0477242,0,0.0270448,0.0572649,0,0,0.0175452,0,0,0.0356398,0.0285374,0.032554,0.0255159,0.0205357,0.0273918,0.0207116,0.0335648,0.0414534,0.0462624,0.035772,0.0346028,0.0150534,0.046995,0.019768,0.0165532,0.0554602,0,0.0153486,0.0640857,0.0175354,0,0,0.0131105,0,0,0.0330538,0.0494593,0.045735,0.0357321,0.0305473,0.0193913,0.0384517,0.0423159,0.0661501,0.0668629,0.0672738,0.06756,0.0682587,0.0121428,0.032564,0.020028,0.0203423,0.0419328,0.0121737,0,0,0,0,0,0,0,0,0,0.0186777,0.0486544,0.0277266,0
71,0.0356968,0.0467846,0,0,0,0,0,0.0484143,0,0.027088,0.0564625,0,0,0.0174756,0,0,0.0356768,0.0299036,0.0322673,0.0252447,0.0205225,0.027258,0.0213334,0.0334671,0.041343,0.0462892,0.0357024,0.0345999,0.0153512,0.0470827,0.0196201,0.0162892,0.058494,0,0.0164139,0.065353,0.0175808,0,0,0.0130548,0,0,0.0330328,0.0489162,0.0446746,0.036571,0.0304823,0.0194326,0.0385911,0.0416634,0.0667921,0.0668139,0.0670938,0.0674141,0.068136,0.0127854,0.0326567,0.0200076,0.0202379,0.0421188,0.0120988,0,0,0,0,0,0,0,0,0,0.0193195,0.0484727,0.0245128,0
72,0.035724,0.0468484,0,0,0,0,0,0.0497681,0,0.0270417,0.0558074,0,0,0.0174284,0,0,0.0357189,0.0310745,0.0319929,0.0249867,0.0204614,0.0271633,0.0217642,0.0334522,0.0413482,0.046269,0.0356043,0.0344846,0.0154983,0.0471038,0.0195262,0.0160319,0.0602417,0,0.0173157,0.0663763,0.0175996,0,0,0.0130185,0,0,0.0330039,0.0484936,0.0440844,0.0373204,0.0304483,0.0193998,0.0387298,0.041017,0.0671675,0.0669843,0.067009,0.0674758,0.0682738,0.0135697,0.0327161,0.0199338,0.0201225,0.0422228,0.0120651,0,0,0,0,0,0,0,0,0,0.019872,0.0482357,0.0230127,0
73,0.0357372,0.0469035,0,0,0,0,0,0.0507308,0,0.0268218,0.0553759,0,0,0.0174175,0,0,0.0357832,0.031913,0.0317539,0.0247505,0.020373,0.0271637,0.0218916,0.033448,0.041594,0.0462105,0.0354961,0.0342894,0.0156645,0.0470896,0.019529,0.0158375,0.06098,0,0.0179504,0.0670491,0.0175685,0,0,0.0129888,0,0,0.0329351,0.0480796,0.0436695,0.0378334,0.0304874,0.0192986,0.0388734,0.0401441,0.0672395,0.0672068,0.0670165,0.0675873,0.0684514,0.0142127,0.0328261,0.0199144,0.0199894,0.0423103,0.0120546,0,0,0,0,0,0,0,0,0,0.020199,0.0481564,0.0231391,0
74,0.0357416,0.04694,0,0,0,0,0,0.050962,0,0.0268012,0.0552066,0,0,0.0174416,0,0,0.0358898,0.0323546,0.0315932,0.0245763,0.0202771,0.0272305,0.0217528,0.0333628,0.0414652,0.0461483,0.0354096,0.0340531,0.0158341,0.0470512,0.0196109,0.0157098,0.0608996,0,0.0184253,0.0672642,0.017504,0,0,0.0129518,0,0,0.0329198,0.0474171,0.0434511,0.0380775,0.0305188,0.0192516,0.0390138,0.0392752,0.0670228,0.0673977,0.0671332,0.0676327,0.0685982,0.0145912,0.0329657,0.0199567,0.0198837,0.0424109,0.0120697,0,0,0,0,0,0,0,0,0,0.0203855,0.0480026,0.0236971,0
75,0.0357296,0.0469808,0,0,0,0,0,0.0502526,0,0.0270313,0.0552655,0,0,0.0175308,0,0,0.0360438,0.0324005,0.0319146,0.0245256,0.0202116,0.0273069,0.0214137,0.0332368,0.0415452,0.0460747,0.03534,0.0337878,0.0160145,0.047045,0.0196985,0.0156147,0.0602015,0,0.0183653,0.0671192,0.0174415,0,0,0.0129012,0,0,0.0329802,0.046639,0.0431998,0.0383478,0.0305836,0.0192408,0.0391686,0.03868,0.0665807,0.0674739,0.0671914,0.0675486,0.068623,0.0147667,0.0331262,0.0199884,0.0198191,0.0425239,0.0121219,0,0,0,0,0,0,0,0,0,0.0204617,0.0476783,0.0239125,0
76,0.0356762,0.0471117,0,0,0,0,0,0.0491765,0,0.027146,0.0553578,0,0,0.0176022,0,0,0.0361099,0.0322328,0.032327,0.024558,0.020307,0.0273298,0.0210536,0.0331676,0.0416453,0.0458852,0.0352607,0.0335179,0.0159647,0.0470618,0.0196959,0.0155128,0.0591719,0,0.0179777,0.0669242,0.0174525,0,0,0.0128976,0,0,0.0330152,0.0470299,0.0425441,0.0389643,0.0307811,0.0193663,0.0392147,0.0386742,0.0659621,0.0673004,0.0670173,0.0672616,0.068387,0.0147076,0.0332552,0.0199668,0.0197665,0.0427066,0.0121613,0,0,0,0,0,0,0,0,0,0.0203031,0.0472795,0.0238063,0
77,0.0354871,0.0472144,0,0,0,0,0,0.0491872,0,0.0270523,0.0554782,0,0,0.0177007,0,0,0.0361387,0.0320907,0.0322892,0.0245535,0.020358,0.0273841,0.0205691,0.0331792,0.0412885,0.0456114,0.0348346,0.0329573,0.0159976,0.0469623,0.0198559,0.0155319,0.0578318,0,0.0175554,0.0667056,0.0174246,0,0,0.0129021,0,0,0.0331065,0.0471106,0.0415448,0.0390571,0.0309614,0.0197369,0.039238,0.0386133,0.0652795,0.0669805,0.0666863,0.0668111,0.0679379,0.0143482,0.0332155,0.019996,0.0198295,0.0428827,0.0121746,0,0,0,0,0,0,0,0,0,0.0200955,0.0469469,0.023464,0
78,0.0352831,0.0472936,0,0,0,0,0,0.048614,0,0.0270296,0.0556597,0,0,0.0178218,0,0,0.0362218,0.0318794,0.0324141,0.0245849,0.0204179,0.0274423,0.0199601,0.0332784,0.0411074,0.0452326,0.0344325,0.0323216,0.0162639,0.0468625,0.0200839,0.0156302,0.0564121,0,0.0170844,0.066372,0.0173897,0,0,0.0128791,0,0,0.033244,0.0470577,0.0404894,0.0389631,0.0312949,0.0202459,0.0391528,0.0387259,0.064422,0.0664541,0.0662254,0.0661873,0.067297,0.0140693,0.0331226,0.0200421,0.0199467,0.0430455,0.0121817,0,0,0,0,0,0,0,0,0,0.0199059,0.0467555,0.0230736,0
